,Name,value,Year,Type
130,Anastasia,135.0,2021,Rank
131,Andie,4634.0,2021,Rank
132,Andrea,1039.0,2021,Rank
133,Aneeka,3961.0,2021,Rank
134,Aneesa,2073.0,2021,Rank
135,Angel,389.0,2021,Rank
136,Angela,801.0,2021,Rank
137,Angelica,1007.0,2021,Rank
138,Angelina,812.0,2021,Rank
139,Angelique,5581.0,2021,Rank
140,Angharad,3519.0,2021,Rank
141,Ania,1628.0,2021,Rank
142,Anika,616.0,2021,Rank
143,Anisa,1505.0,2021,Rank
144,Anisha,2073.0,2021,Rank
145,Anita,1402.0,2021,Rank
146,Anja,2499.0,2021,Rank
147,Anjali,1692.0,2021,Rank
148,Ann,1351.0,2021,Rank
149,Anna,97.0,2021,Rank
150,Anna-Maria,3192.0,2021,Rank
151,Annabel,287.0,2021,Rank
152,Annabell,4634.0,2021,Rank
153,Annabella,588.0,2021,Rank
154,Annabelle,109.0,2021,Rank
155,Annaliese,3192.0,2021,Rank
156,Annalise,957.0,2021,Rank
157,Anne,1505.0,2021,Rank
158,Anne-Marie,2942.0,2021,Rank
159,Anneliese,2711.0,2021,Rank
160,Annie,112.0,2021,Rank
161,Annika,1454.0,2021,Rank
162,Anoushka,1454.0,2021,Rank
163,Antonia,262.0,2021,Rank
164,Anum,2073.0,2021,Rank
165,Anushka,2073.0,2021,Rank
166,Anwen,1161.0,2021,Rank
167,Anya,278.0,2021,Rank
168,Aoife,190.0,2021,Rank
169,April,257.0,2021,Rank
170,Aqsa,383.0,2021,Rank
171,Arabella,47.0,2021,Rank
172,Araminta,3192.0,2021,Rank
173,Areeba,1962.0,2021,Rank
174,Aria,37.0,2021,Rank
175,Ariana,142.0,2021,Rank
176,Ariane,5581.0,2021,Rank
177,Arianna,398.0,2021,Rank
178,Arianne,3519.0,2021,Rank
179,Ariella,197.0,2021,Rank
180,Arielle,483.0,2021,Rank
181,Arifa,4634.0,2021,Rank
182,Armani,1785.0,2021,Rank
183,Arooj,4634.0,2021,Rank
184,Arwa,560.0,2021,Rank
185,Asha,1259.0,2021,Rank
186,Ashleigh,1195.0,2021,Rank
187,Ashley,936.0,2021,Rank
188,Ashlyn,3961.0,2021,Rank
189,Asia,1351.0,2021,Rank
190,Asiya,616.0,2021,Rank
191,Asiyah,640.0,2021,Rank
192,Asma,957.0,2021,Rank
193,Asmaa,2201.0,2021,Rank
194,Astrid,240.0,2021,Rank
195,Athena,185.0,2021,Rank
196,Atlanta,1692.0,2021,Rank
197,Audrey,336.0,2021,Rank
198,Aurelia,204.0,2021,Rank
199,Aurora,56.0,2021,Rank
200,Autumn,108.0,2021,Rank
201,Ava,4.0,2021,Rank
202,Avani,884.0,2021,Rank
203,Avneet,860.0,2021,Rank
204,Avni,1128.0,2021,Rank
205,Avril,2499.0,2021,Rank
206,Aya,250.0,2021,Rank
207,Ayah,196.0,2021,Rank
208,Ayanna,1161.0,2021,Rank
209,Ayesha,309.0,2021,Rank
210,Ayisha,2942.0,2021,Rank
211,Ayla,67.0,2021,Rank
212,Aylin,828.0,2021,Rank
213,Ayomide,3961.0,2021,Rank
214,Ayse,1785.0,2021,Rank
215,Aysha,616.0,2021,Rank
216,Azaria,1128.0,2021,Rank
217,Azra,1007.0,2021,Rank
218,Bailey,560.0,2021,Rank
219,Barbara,1351.0,2021,Rank
220,Baylee,3961.0,2021,Rank
221,Bayleigh,2499.0,2021,Rank
222,Beatrice,99.0,2021,Rank
223,Beatrix,164.0,2021,Rank
224,Beau,395.0,2021,Rank
225,Bella,72.0,2021,Rank
226,Belle,324.0,2021,Rank
227,Bernadette,2341.0,2021,Rank
228,Bernice,5581.0,2021,Rank
229,Beth,1351.0,2021,Rank
230,Bethan,1195.0,2021,Rank
231,Bethany,227.0,2021,Rank
232,Betsy,179.0,2021,Rank
233,Betty,407.0,2021,Rank
234,Bianca,449.0,2021,Rank
235,Bibi,1351.0,2021,Rank
236,Billie,229.0,2021,Rank
237,Billie-Jo,2201.0,2021,Rank
238,Blaise,4634.0,2021,Rank
239,Bliss,3192.0,2021,Rank
240,Blossom,336.0,2021,Rank
241,Blythe,1692.0,2021,Rank
242,Bobbi,983.0,2021,Rank
243,Bobbie,567.0,2021,Rank
244,Bonita,3192.0,2021,Rank
245,Bonnie,40.0,2021,Rank
246,Breanna,2942.0,2021,Rank
247,Briana,2073.0,2021,Rank
248,Brianna,431.0,2021,Rank
249,Bridget,709.0,2021,Rank
250,Bridie,1569.0,2021,Rank
251,Briony,2711.0,2021,Rank
252,Britney,3192.0,2021,Rank
253,Brodie,1692.0,2021,Rank
254,Brogan,2942.0,2021,Rank
255,Bronte,1069.0,2021,Rank
256,Bronwen,1866.0,2021,Rank
257,Bronwyn,3192.0,2021,Rank
258,Brooke,242.0,2021,Rank
259,Brooklyn,767.0,2021,Rank
260,Bryony,936.0,2021,Rank
261,Bushra,1454.0,2021,Rank
262,Caitlin,529.0,2021,Rank
263,Caitlyn,1286.0,2021,Rank
264,Cali,549.0,2021,Rank
265,Calli,3961.0,2021,Rank
266,Callie,172.0,2021,Rank
267,Cally,2201.0,2021,Rank
268,Cameron,3192.0,2021,Rank
269,Camilla,478.0,2021,Rank
270,Camille,555.0,2021,Rank
271,Candice,2711.0,2021,Rank
272,Caoimhe,957.0,2021,Rank
273,Cara,373.0,2021,Rank
274,Cari,2341.0,2021,Rank
275,Cariad,3519.0,2021,Rank
276,Carina,1402.0,2021,Rank
277,Carla,537.0,2021,Rank
278,Carlotta,2711.0,2021,Rank
279,Carly,2201.0,2021,Rank
280,Carmel,4634.0,2021,Rank
281,Carmen,755.0,2021,Rank
282,Carolina,1039.0,2021,Rank
283,Caroline,1128.0,2021,Rank
284,Carrie,2341.0,2021,Rank
285,Carys,767.0,2021,Rank
286,Casey,918.0,2021,Rank
287,Cassandra,747.0,2021,Rank
288,Cassia,1161.0,2021,Rank
289,Cassidy,779.0,2021,Rank
290,Cassie,537.0,2021,Rank
291,Catarina,1962.0,2021,Rank
292,Caterina,2942.0,2021,Rank
293,Catherine,457.0,2021,Rank
294,Catrin,2073.0,2021,Rank
295,Cecilia,303.0,2021,Rank
296,Cecily,709.0,2021,Rank
297,Celeste,603.0,2021,Rank
298,Celia,812.0,2021,Rank
299,Celina,1505.0,2021,Rank
300,Celine,423.0,2021,Rank
301,Cerys,755.0,2021,Rank
302,Chana,1569.0,2021,Rank
303,Chanel,1785.0,2021,Rank
304,Chanelle,5581.0,2021,Rank
305,Chantelle,1866.0,2021,Rank
306,Charis,2341.0,2021,Rank
307,Charlee,2942.0,2021,Rank
308,Charleigh,3961.0,2021,Rank
309,Charlene,3961.0,2021,Rank
310,Charley,1161.0,2021,Rank
311,Charli,3961.0,2021,Rank
312,Charlie,755.0,2021,Rank
313,Charlotte,25.0,2021,Rank
314,Charmaine,3519.0,2021,Rank
315,Chaya,884.0,2021,Rank
316,Chelsea,779.0,2021,Rank
317,Cherry,1286.0,2021,Rank
318,Cheyenne,4634.0,2021,Rank
319,Chiara,654.0,2021,Rank
320,Chioma,5581.0,2021,Rank
321,Chloe,52.0,2021,Rank
322,Christabel,1962.0,2021,Rank
323,Christiana,1692.0,2021,Rank
324,Christina,734.0,2021,Rank
325,Christine,1311.0,2021,Rank
326,Ciara,521.0,2021,Rank
327,Cicely,2499.0,2021,Rank
328,Cindy,2201.0,2021,Rank
329,Claire,983.0,2021,Rank
330,Clara,94.0,2021,Rank
331,Clare,2499.0,2021,Rank
332,Clarice,4634.0,2021,Rank
333,Clarissa,1785.0,2021,Rank
334,Claudia,521.0,2021,Rank
335,Clementine,175.0,2021,Rank
336,Cleo,138.0,2021,Rank
337,Clio,2711.0,2021,Rank
338,Clodagh,1195.0,2021,Rank
339,Coco,567.0,2021,Rank
340,Colette,1505.0,2021,Rank
341,Connie,154.0,2021,Rank
342,Constance,371.0,2021,Rank
343,Cora,149.0,2021,Rank
344,Coral,1402.0,2021,Rank
345,Coralie,1692.0,2021,Rank
346,Cordelia,957.0,2021,Rank
347,Corinne,3192.0,2021,Rank
348,Cosima,1628.0,2021,Rank
349,Courtney,1454.0,2021,Rank
350,Cressida,2073.0,2021,Rank
351,Cristina,1692.0,2021,Rank
352,Crystal,747.0,2021,Rank
353,Cydney,3961.0,2021,Rank
354,Cynthia,2499.0,2021,Rank
355,Daisie,1007.0,2021,Rank
356,Daisy,15.0,2021,Rank
357,Daisy-Mae,640.0,2021,Rank
358,Daisy-May,840.0,2021,Rank
359,Dakota,466.0,2021,Rank
360,Dalia,812.0,2021,Rank
361,Dana,957.0,2021,Rank
362,Danae,3961.0,2021,Rank
363,Dani,2201.0,2021,Rank
364,Dania,860.0,2021,Rank
365,Danica,2499.0,2021,Rank
366,Daniela,860.0,2021,Rank
367,Daniella,549.0,2021,Rank
368,Danielle,1161.0,2021,Rank
369,Danika,5581.0,2021,Rank
370,Danni,2942.0,2021,Rank
371,Danya,5581.0,2021,Rank
372,Daphne,234.0,2021,Rank
373,Dara,1866.0,2021,Rank
374,Darcey,147.0,2021,Rank
375,Darci,1505.0,2021,Rank
376,Darcie,81.0,2021,Rank
377,Darcy,146.0,2021,Rank
378,Daria,355.0,2021,Rank
379,Davina,2073.0,2021,Rank
380,Dawn,3961.0,2021,Rank
381,Dayna,4634.0,2021,Rank
382,Deanna,3192.0,2021,Rank
383,Debbie,4634.0,2021,Rank
384,Deborah,801.0,2021,Rank
385,Deena,2073.0,2021,Rank
386,Delilah,50.0,2021,Rank
387,Della,1505.0,2021,Rank
388,Delphine,1224.0,2021,Rank
389,Demi,469.0,2021,Rank
390,Demi-Lee,5581.0,2021,Rank
391,Demi-Leigh,1785.0,2021,Rank
392,Denise,5581.0,2021,Rank
393,Desiree,2341.0,2021,Rank
394,Destiny,537.0,2021,Rank
395,Devon,1102.0,2021,Rank
396,Devorah,3192.0,2021,Rank
397,Diana,264.0,2021,Rank
398,Diane,2499.0,2021,Rank
399,Dilara,1351.0,2021,Rank
400,Dina,918.0,2021,Rank
401,Divine,2341.0,2021,Rank
402,Diya,720.0,2021,Rank
403,Dolly,318.0,2021,Rank
404,Dominique,2942.0,2021,Rank
405,Donna,4634.0,2021,Rank
406,Dora,1128.0,2021,Rank
407,Dorothy,177.0,2021,Rank
408,Drew,1505.0,2021,Rank
409,Dulcie,594.0,2021,Rank
410,Ebonie,2942.0,2021,Rank
411,Ebony,536.0,2021,Rank
412,Eda,1402.0,2021,Rank
413,Eden,91.0,2021,Rank
414,Edie,115.0,2021,Rank
415,Edith,83.0,2021,Rank
416,Effie,201.0,2021,Rank
417,Eileen,1069.0,2021,Rank
418,Eilidh,1195.0,2021,Rank
419,Eimear,2341.0,2021,Rank
420,Ela,594.0,2021,Rank
421,Elaina,1007.0,2021,Rank
422,Elaine,1454.0,2021,Rank
423,Elan,3192.0,2021,Rank
424,Elana,1454.0,2021,Rank
425,Eleana,5581.0,2021,Rank
426,Eleanor,55.0,2021,Rank
427,Elen,2073.0,2021,Rank
428,Elena,152.0,2021,Rank
429,Eleni,767.0,2021,Rank
430,Eleri,720.0,2021,Rank
431,Eliana,189.0,2021,Rank
432,Elicia,5581.0,2021,Rank
433,Elif,812.0,2021,Rank
434,Elin,720.0,2021,Rank
435,Elina,747.0,2021,Rank
436,Elinor,1128.0,2021,Rank
437,Elisa,407.0,2021,Rank
438,Elisabeth,983.0,2021,Rank
439,Elise,299.0,2021,Rank
440,Elisha,1569.0,2021,Rank
441,Elisia,2711.0,2021,Rank
442,Elissa,779.0,2021,Rank
443,Eliz,1785.0,2021,Rank
444,Eliza,43.0,2021,Rank
445,Elizabeth,60.0,2021,Rank
446,Ella,20.0,2021,Rank
447,Ella-Louise,1351.0,2021,Rank
448,Ella-Mae,688.0,2021,Rank
449,Ella-Rose,301.0,2021,Rank
450,Elle,478.0,2021,Rank
451,Ellen,683.0,2021,Rank
452,Ellena,2073.0,2021,Rank
453,Elli,5581.0,2021,Rank
454,Ellie,78.0,2021,Rank
455,Ellie-Mae,529.0,2021,Rank
456,Ellie-Mai,1962.0,2021,Rank
457,Ellie-May,1454.0,2021,Rank
458,Ellie-Rose,1692.0,2021,Rank
459,Ellis,1007.0,2021,Rank
460,Ellora,2073.0,2021,Rank
461,Ellouise,4634.0,2021,Rank
462,Elly,2201.0,2021,Rank
463,Elodie,93.0,2021,Rank
464,Eloisa,2341.0,2021,Rank
465,Eloise,106.0,2021,Rank
466,Elouise,983.0,2021,Rank
467,Elsa,567.0,2021,Rank
468,Elsbeth,3192.0,2021,Rank
469,Elsie,18.0,2021,Rank
470,Elspeth,936.0,2021,Rank
471,Elyse,1454.0,2021,Rank
472,Elysia,860.0,2021,Rank
473,Eman,1785.0,2021,Rank
474,Emelia,333.0,2021,Rank
475,Emerald,1569.0,2021,Rank
476,Emilee,2942.0,2021,Rank
477,Emilia,32.0,2021,Rank
478,Emilie,459.0,2021,Rank
479,Emilly,2711.0,2021,Rank
480,Emily,19.0,2021,Rank
481,Emily-Jane,5581.0,2021,Rank
482,Emily-Rose,1259.0,2021,Rank
483,Emine,3961.0,2021,Rank
484,Emma,61.0,2021,Rank
485,Emmanuella,1505.0,2021,Rank
486,Emmeline,318.0,2021,Rank
487,Emmi,1866.0,2021,Rank
488,Emmie,217.0,2021,Rank
489,Emmy,459.0,2021,Rank
490,Enya,640.0,2021,Rank
491,Erica,398.0,2021,Rank
492,Erika,567.0,2021,Rank
493,Erin,59.0,2021,Rank
494,Eryn,884.0,2021,Rank
495,Esha,1569.0,2021,Rank
496,Esme,46.0,2021,Rank
497,Esmee,506.0,2021,Rank
498,Esra,1039.0,2021,Rank
499,Estella,1692.0,2021,Rank
500,Estelle,983.0,2021,Rank
501,Esther,166.0,2021,Rank
502,Eunice,3192.0,2021,Rank
503,Eva,41.0,2021,Rank
504,Evangeline,402.0,2021,Rank
505,Eve,181.0,2021,Rank
506,Evelina,506.0,2021,Rank
507,Evelyn,21.0,2021,Rank
508,Evie,24.0,2021,Rank
509,Faatimah,2341.0,2021,Rank
510,Fabiha,2711.0,2021,Rank
511,Fae,2499.0,2021,Rank
512,Fahima,5581.0,2021,Rank
513,Faith,175.0,2021,Rank
514,Faiza,1311.0,2021,Rank
515,Faizah,4634.0,2021,Rank
516,Falak,1785.0,2021,Rank
517,Fallon,918.0,2021,Rank
518,Farah,779.0,2021,Rank
519,Farida,2073.0,2021,Rank
520,Fariha,2341.0,2021,Rank
521,Farrah,1311.0,2021,Rank
522,Fatema,3961.0,2021,Rank
523,Fathima,2499.0,2021,Rank
524,Fatima,130.0,2021,Rank
525,Fatimah,324.0,2021,Rank
526,Fatma,2073.0,2021,Rank
527,Fay,2341.0,2021,Rank
528,Faye,289.0,2021,Rank
529,Felicia,1962.0,2021,Rank
530,Felicity,123.0,2021,Rank
531,Fenella,2499.0,2021,Rank
532,Fern,339.0,2021,Rank
533,Ffion,377.0,2021,Rank
534,Fiona,1692.0,2021,Rank
535,Flavia,2711.0,2021,Rank
536,Fleur,412.0,2021,Rank
537,Flora,220.0,2021,Rank
538,Florence,8.0,2021,Rank
539,Frances,438.0,2021,Rank
540,Francesca,110.0,2021,Rank
541,Frankie,111.0,2021,Rank
542,Freja,901.0,2021,Rank
543,Freya,6.0,2021,Rank
544,Freyja,313.0,2021,Rank
545,Gabriela,360.0,2021,Rank
546,Gabriele,1962.0,2021,Rank
547,Gabriella,142.0,2021,Rank
548,Gabrielle,588.0,2021,Rank
549,Gaia,634.0,2021,Rank
550,Gemma,1962.0,2021,Rank
551,Genevieve,476.0,2021,Rank
552,Georgia,104.0,2021,Rank
553,Georgiana,983.0,2021,Rank
554,Georgie,235.0,2021,Rank
555,Georgina,311.0,2021,Rank
556,Gianna,378.0,2021,Rank
557,Giorgia,1454.0,2021,Rank
558,Giovanna,734.0,2021,Rank
559,Giselle,2201.0,2021,Rank
560,Giulia,640.0,2021,Rank
561,Gloria,564.0,2021,Rank
562,Grace,14.0,2021,Rank
563,Gracie,79.0,2021,Rank
564,Greta,983.0,2021,Rank
565,Gwen,734.0,2021,Rank
566,Gwenllian,1402.0,2021,Rank
567,Gwenno,2942.0,2021,Rank
568,Gwyneth,2499.0,2021,Rank
569,Habiba,1454.0,2021,Rank
570,Habibah,2711.0,2021,Rank
571,Hadassah,2499.0,2021,Rank
572,Hadia,1505.0,2021,Rank
573,Hadiyah,1454.0,2021,Rank
574,Hafiza,3961.0,2021,Rank
575,Hafsa,243.0,2021,Rank
576,Hafsah,529.0,2021,Rank
577,Hailey,501.0,2021,Rank
578,Hajar,1785.0,2021,Rank
579,Hajira,5581.0,2021,Rank
580,Hajra,1007.0,2021,Rank
581,Hajrah,2942.0,2021,Rank
582,Haleema,640.0,2021,Rank
583,Haleemah,2341.0,2021,Rank
584,Halima,346.0,2021,Rank
585,Halimah,1007.0,2021,Rank
586,Halle,231.0,2021,Rank
587,Hamda,3961.0,2021,Rank
588,Hana,214.0,2021,Rank
589,Hanaa,2499.0,2021,Rank
590,Hanah,5581.0,2021,Rank
591,Hanan,1962.0,2021,Rank
592,Haneen,1785.0,2021,Rank
593,Hania,491.0,2021,Rank
594,Hanifa,1866.0,2021,Rank
595,Hanifah,3519.0,2021,Rank
596,Hanna,214.0,2021,Rank
597,Hannah,89.0,2021,Rank
598,Harleen,812.0,2021,Rank
599,Harleigh,1069.0,2021,Rank
600,Harley,252.0,2021,Rank
601,Harlie,720.0,2021,Rank
602,Harmony,333.0,2021,Rank
603,Harriet,63.0,2021,Rank
604,Harriett,801.0,2021,Rank
605,Harriette,1628.0,2021,Rank
606,Hattie,200.0,2021,Rank
607,Hawa,367.0,2021,Rank
608,Hayley,521.0,2021,Rank
609,Hazal,2499.0,2021,Rank
610,Hazel,147.0,2021,Rank
611,Heather,957.0,2021,Rank
612,Heba,1785.0,2021,Rank
613,Hebe,2073.0,2021,Rank
614,Heidi,84.0,2021,Rank
615,Helen,788.0,2021,Rank
616,Helena,328.0,2021,Rank
617,Helin,4634.0,2021,Rank
618,Henrietta,459.0,2021,Rank
619,Hermione,674.0,2021,Rank
620,Hester,2073.0,2021,Rank
621,Hetty,1962.0,2021,Rank
622,Hiba,443.0,2021,Rank
623,Hibah,2499.0,2021,Rank
624,Hina,5581.0,2021,Rank
625,Hira,1402.0,2021,Rank
626,Hollie,222.0,2021,Rank
627,Holly,95.0,2021,Rank
628,Honey,309.0,2021,Rank
629,Honor,1259.0,2021,Rank
630,Hope,125.0,2021,Rank
631,Huda,720.0,2021,Rank
632,Humaira,688.0,2021,Rank
633,Humayra,1866.0,2021,Rank
634,Husna,936.0,2021,Rank
635,Ida,257.0,2021,Rank
636,Ifeoluwa,3961.0,2021,Rank
637,Ifra,2499.0,2021,Rank
638,Ifrah,1962.0,2021,Rank
639,Ilana,1866.0,2021,Rank
640,Ilayda,2711.0,2021,Rank
641,Ilona,3961.0,2021,Rank
642,Imaan,423.0,2021,Rank
643,Iman,767.0,2021,Rank
644,Imani,674.0,2021,Rank
645,Imogen,48.0,2021,Rank
646,Inayah,443.0,2021,Rank
647,India,213.0,2021,Rank
648,Indiana,529.0,2021,Rank
649,Indianna,2201.0,2021,Rank
650,Indigo,438.0,2021,Rank
651,Indya,4634.0,2021,Rank
652,Ines,449.0,2021,Rank
653,Ingrid,734.0,2021,Rank
654,Iola,2942.0,2021,Rank
655,Iona,416.0,2021,Rank
656,Ione,3192.0,2021,Rank
657,Iqra,389.0,2021,Rank
658,Irene,1161.0,2021,Rank
659,Iris,70.0,2021,Rank
660,Isabel,133.0,2021,Rank
661,Isabella,13.0,2021,Rank
662,Isabelle,33.0,2021,Rank
663,Isadora,1102.0,2021,Rank
664,Isha,936.0,2021,Rank
665,Isla,3.0,2021,Rank
666,Isma,2942.0,2021,Rank
667,Isobel,160.0,2021,Rank
668,Isobella,1195.0,2021,Rank
669,Isobelle,918.0,2021,Rank
670,Isra,389.0,2021,Rank
671,Ivana,1505.0,2021,Rank
672,Ivy,5.0,2021,Rank
673,Izabella,503.0,2021,Rank
674,Izabelle,1402.0,2021,Rank
675,Jacqueline,1402.0,2021,Rank
676,Jada,2073.0,2021,Rank
677,Jade,654.0,2021,Rank
678,Jaime,2499.0,2021,Rank
679,Jameela,2711.0,2021,Rank
680,Jamie,1351.0,2021,Rank
681,Jamila,1102.0,2021,Rank
682,Jana,654.0,2021,Rank
683,Jane,2341.0,2021,Rank
684,Janelle,1224.0,2021,Rank
685,Janet,4634.0,2021,Rank
686,Janice,3961.0,2021,Rank
687,Jannah,640.0,2021,Rank
688,Jannat,346.0,2021,Rank
689,Jasleen,1505.0,2021,Rank
690,Jasmin,801.0,2021,Rank
691,Jasmina,1628.0,2021,Rank
692,Jasmine,92.0,2021,Rank
693,Javeria,3192.0,2021,Rank
694,Jaya,1224.0,2021,Rank
695,Jaycee,3192.0,2021,Rank
696,Jayda,1692.0,2021,Rank
697,Jazmin,1962.0,2021,Rank
698,Jazmine,1628.0,2021,Rank
699,Jazmyn,3961.0,2021,Rank
700,Jean,2341.0,2021,Rank
701,Jemima,371.0,2021,Rank
702,Jemimah,1866.0,2021,Rank
703,Jemma,4634.0,2021,Rank
704,Jena,3192.0,2021,Rank
705,Jenna,1039.0,2021,Rank
706,Jennifer,469.0,2021,Rank
707,Jenny,2499.0,2021,Rank
708,Jess,4634.0,2021,Rank
709,Jesse,2073.0,2021,Rank
710,Jessica,49.0,2021,Rank
711,Jessie,314.0,2021,Rank
712,Jessika,4634.0,2021,Rank
713,Joan,1692.0,2021,Rank
714,Joana,2711.0,2021,Rank
715,Joanna,603.0,2021,Rank
716,Joanne,1692.0,2021,Rank
717,Jocelyn,1069.0,2021,Rank
718,Jodie,2711.0,2021,Rank
719,Joelle,1785.0,2021,Rank
720,Johanna,1351.0,2021,Rank
721,Jolene,2341.0,2021,Rank
722,Jolie,1311.0,2021,Rank
723,Joni,567.0,2021,Rank
724,Jorja,1866.0,2021,Rank
725,Josephine,272.0,2021,Rank
726,Josie,293.0,2021,Rank
727,Joy,506.0,2021,Rank
728,Joyce,1785.0,2021,Rank
729,Jude,2073.0,2021,Rank
730,Judith,1962.0,2021,Rank
731,Julia,138.0,2021,Rank
732,Juliana,1962.0,2021,Rank
733,Julie,2499.0,2021,Rank
734,Juliet,640.0,2021,Rank
735,Juliette,901.0,2021,Rank
736,Kacey,1402.0,2021,Rank
737,Kacie,1866.0,2021,Rank
738,Kadie,2499.0,2021,Rank
739,Kady,2499.0,2021,Rank
740,Kaia,363.0,2021,Rank
741,Kaila,2073.0,2021,Rank
742,Kainat,3192.0,2021,Rank
743,Kaitlin,2942.0,2021,Rank
744,Kaitlyn,957.0,2021,Rank
745,Kali,1128.0,2021,Rank
746,Kallie,1161.0,2021,Rank
747,Kamilah,3519.0,2021,Rank
748,Kara,588.0,2021,Rank
749,Karen,3192.0,2021,Rank
750,Karina,654.0,2021,Rank
751,Karis,2201.0,2021,Rank
752,Karla,2341.0,2021,Rank
753,Kasey,2711.0,2021,Rank
754,Kasia,2711.0,2021,Rank
755,Katarina,2499.0,2021,Rank
